condition_id,Model,param,dgp_level,direction,T,rho,VARset,N_valid,N_truth_avail,mean_rel_bias,coverage_95,RMSE,mean_post_sd,emp_sd,sd_bias,mean_n_div,prop_div,mean_rhat
18,Normal (NG),phi21,Exponential,+-,200,0.5,A,200,200,-0.09354947568863343,0.925,0.0773703405258542,0.07130042140687143,0.07680269883975728,-0.00550227743288585,0,0,1.0009532512300678
18,Normal (NG),phi22,Exponential,+-,200,0.5,A,200,200,-0.06290753745251268,0.92,0.08049158985492474,0.0714262388096682,0.07645729994211893,-0.00503106113245073,0,0,1.0009532512300678
18,Normal (NG),rho,Exponential,+-,200,0.5,A,200,200,-1.8917347796840576,0,0.9485082012581579,0.05644157252782986,0.07072968745451792,-0.01428811492668805,0,0,1.0009532512300678
18,Normal (NG),sigma[1],Exponential,+-,200,0.5,A,200,200,0.00288507136468324,0.735,0.09727675645858971,0.05065080850542648,0.09723396376947956,-0.04658315526405308,0,0,1.0009532512300678
18,Normal (NG),sigma[2],Exponential,+-,200,0.5,A,200,200,-0.00128520179685899,0.645,0.10923102460762232,0.05038619044728057,0.10922346356517149,-0.05883727311789091,0,0,1.0009532512300678
19,Exponential (EG),mu[1],Exponential,++,50,0.3,B,200,200,0.03724782191544658,0.95,0.14420882482683392,0.14349354359624872,0.13931541522922597,0.00417812836702274,0,0,1.0019473274740158
19,Exponential (EG),mu[2],Exponential,++,50,0.3,B,200,200,0.02168935070095015,0.95,0.13981032743689104,0.14194289279903874,0.13811770242869623,0.00382519037034251,0,0,1.0019473274740158
19,Exponential (EG),phi11,Exponential,++,50,0.3,B,200,200,-0.01822975759459699,0.965,0.041170916143639325,0.04217923475227263,0.03993139500899458,0.00224783974327804,0,0,1.0019473274740158
19,Exponential (EG),phi12,Exponential,++,50,0.3,B,200,200,0.00936144640721876,0.97,0.04961194375529075,0.04917626281076335,0.0496031107531552,-4.2684794239184615e-4,0,0,1.0019473274740158
19,Exponential (EG),phi21,Exponential,++,50,0.3,B,200,200,0.01162952317082085,0.95,0.04042248605606746,0.04199755327111026,0.04040575356135759,0.00159179970975266,0,0,1.0019473274740158
19,Exponential (EG),phi22,Exponential,++,50,0.3,B,200,200,-0.02747484028960149,0.94,0.05059744349241959,0.05018396565906568,0.05012905454833454,5.491111073114424e-5,0,0,1.0019473274740158
19,Exponential (EG),rho,Exponential,++,50,0.3,B,200,200,-0.1666065889030793,0.945,0.1322674531737059,0.12757829055053574,0.12246012076233516,0.00511816978820058,0,0,1.0019473274740158
19,Normal (NG),mu[1],Exponential,++,50,0.3,B,200,200,0.02366220541790231,0.895,0.17853812456782586,0.15196066417450518,0.1769631655428821,-0.02500250136837692,0,0,1.0010408671984552
19,Normal (NG),mu[2],Exponential,++,50,0.3,B,200,200,0.00421891272658238,0.95,0.158105488878897,0.15059676062707558,0.15804918977660248,-0.0074524291495269,0,0,1.0010408671984552
19,Normal (NG),phi11,Exponential,++,50,0.3,B,200,200,-0.14006714568471068,0.945,0.13663907204350123,0.12687361278952614,0.11285188259652504,0.01402173019300108,0,0,1.0010408671984552
19,Normal (NG),phi12,Exponential,++,50,0.3,B,200,200,0.04596072119613859,0.945,0.13658508822522591,0.14790399038143642,0.1365077376801918,0.01139625270124461,0,0,1.0010408671984552
19,Normal (NG),phi21,Exponential,++,50,0.3,B,200,200,-0.01912067633626595,0.98,0.12697684529134584,0.12824482439335752,0.12696244813923058,0.00128237625412694,0,0,1.0010408671984552
19,Normal (NG),phi22,Exponential,++,50,0.3,B,200,200,-0.18005736527423846,0.98,0.1272368605390663,0.14383500446445902,0.11900809953735932,0.0248269049270997,0,0,1.0010408671984552
19,Normal (NG),rho,Exponential,++,50,0.3,B,200,200,-0.2669077987288055,0.925,0.15204217420510768,0.12943803992509564,0.1292487646556563,1.8927526943934847e-4,0,0,1.0010408671984552
19,Normal (NG),sigma[1],Exponential,++,50,0.3,B,200,200,0.01595465219031019,0.685,0.19669425981704367,0.10663203733032564,0.19604611936598212,-0.0894140820356565,0,0,1.0010408671984552
19,Normal (NG),sigma[2],Exponential,++,50,0.3,B,200,200,0.00423469067459749,0.74,0.190277847624434,0.105513184463755,0.1902307196313934,-0.0847175351676384,0,0,1.0010408671984552
20,Exponential (EG),mu[1],Exponential,--,50,0.3,B,200,200,-0.00720123790991831,0.955,0.13790517278100722,0.1389163733363095,0.13771702455515153,0.00119934878115796,0,0,1.0019547103149191
20,Exponential (EG),mu[2],Exponential,--,50,0.3,B,200,200,-0.018983955033635862,0.965,0.12671128964172848,0.14116850708712336,0.12528112536990918,0.01588738171721418,0,0,1.0019547103149191
20,Exponential (EG),phi11,Exponential,--,50,0.3,B,200,200,-0.02474706478532586,0.945,0.04582188702091798,0.04332624009543828,0.04375373266902281,-4.2749257358452863e-4,0,0,1.0019547103149191
20,Exponential (EG),phi12,Exponential,--,50,0.3,B,200,200,0.0144947118748665,0.955,0.048104239901316743,0.047541422719188,0.04808239729630876,-5.409745771207605e-4,0,0,1.0019547103149191
20,Exponential (EG),phi21,Exponential,--,50,0.3,B,200,200,0.00836149197105518,0.94,0.043033967273610696,0.04279785976203604,0.04302584332498755,-2.279835629515059e-4,0,0,1.0019547103149191
20,Exponential (EG),phi22,Exponential,--,50,0.3,B,200,200,-0.03934327047122533,0.925,0.052094744451158616,0.05087625840830161,0.051157786222829973,-2.8152781452836506e-4,0,0,1.0019547103149191
20,Exponential (EG),rho,Exponential,--,50,0.3,B,200,200,-0.14141126084461658,0.93,0.1376171379092885,0.12621441298232813,0.13091498624647355,-0.00470057326414544,0,0,1.0019547103149191
20,Normal (NG),mu[1],Exponential,--,50,0.3,B,200,200,0.01912307855661895,0.92,0.17504004216401076,0.14988500255916332,0.17399231082808242,-0.0241073082689191,0,0,1.0010567321000805
20,Normal (NG),mu[2],Exponential,--,50,0.3,B,200,200,0.00758039354308717,0.93,0.1495150330839256,0.1490458747587712,0.14932274693367817,-2.7687217490696137e-4,0,0,1.0010567321000805
20,Normal (NG),phi11,Exponential,--,50,0.3,B,200,200,-0.14898765183605983,0.93,0.14768437910589208,0.12759202728704616,0.12286572512709514,0.00472630215995102,0,0,1.0010567321000805
20,Normal (NG),phi12,Exponential,--,50,0.3,B,200,200,0.02594204946493303,0.95,0.14712031746389828,0.1483090359298249,0.14709744359224536,0.00121159233757953,0,0,1.0010567321000805
20,Normal (NG),phi21,Exponential,--,50,0.3,B,200,200,-0.14448228273297176,0.935,0.1464985890594258,0.13012210651143075,0.1457843794655834,-0.01566227295415262,0,0,1.0010567321000805
20,Normal (NG),phi22,Exponential,--,50,0.3,B,200,200,-0.21827865070753397,0.92,0.15072886770748614,0.14421161005863198,0.14050389131875318,0.0037077187398787898,0,0,1.0010567321000805
20,Normal (NG),rho,Exponential,--,50,0.3,B,200,200,-0.22961592655578283,0.895,0.15885542770481736,0.12862335033659655,0.14314305528300733,-0.01451970494641077,0,0,1.0010567321000805
20,Normal (NG),sigma[1],Exponential,--,50,0.3,B,200,200,0.00257863113713644,0.68,0.20560952191342616,0.10524874569108886,0.20559335145603871,-0.10034460576494986,0,0,1.0010567321000805
20,Normal (NG),sigma[2],Exponential,--,50,0.3,B,200,200,-0.00270498195575364,0.72,0.2059049277659058,0.10472272081093488,0.2058871592666768,-0.10116443845574193,0,0,1.0010567321000805
21,Exponential (EG),mu[1],Exponential,+-,50,0.3,B,200,200,0.0227460046171274,0.935,0.14188634757900187,0.1407337762486022,0.14005125812811162,6.825181204905828e-4,0,0,1.0018693365989175
21,Exponential (EG),mu[2],Exponential,+-,50,0.3,B,200,200,-0.00867553923713415,0.96,0.12523825498360514,0.13962897782845493,0.12493740644932344,0.01469157137913149,0,0,1.0018693365989175
21,Exponential (EG),phi11,Exponential,+-,50,0.3,B,200,200,-0.01816353486652306,0.955,0.041157283712418474,0.04143226779249615,0.03992647014116286,0.00150579765133328,0,0,1.0018693365989175
21,Exponential (EG),phi12,Exponential,+-,50,0.3,B,200,200,0.05734428114368736,0.945,0.04636273575247156,0.04753433331298173,0.0460067342967814,0.00152759901620033,0,0,1.0018693365989175
21,Exponential (EG),phi21,Exponential,+-,50,0.3,B,200,200,-0.02070594017635191,0.965,0.03853358216020023,0.03796302729801911,0.03847791047485603,-5.148831768369208e-4,0,0,1.0018693365989175
21,Exponential (EG),phi22,Exponential,+-,50,0.3,B,200,200,-0.04187733729678056,0.955,0.0465869362731291,0.04905817876766581,0.0453953265229453,0.0036628522447205,0,0,1.0018693365989175
21,Exponential (EG),rho,Exponential,+-,50,0.3,B,200,200,-1.860514158755082,0.005,0.5708381070764651,0.12749663905585634,0.1196661202977275,0.00783051875812884,0,0,1.0018693365989175
21,Normal (NG),mu[1],Exponential,+-,50,0.3,B,200,200,0.00572503944923567,0.905,0.17686159029590065,0.14946166324946794,0.17676890576484233,-0.02730724251537439,0,0,1.0010297856019073
21,Normal (NG),mu[2],Exponential,+-,50,0.3,B,200,200,0.01113277507129687,0.925,0.14861872796754658,0.14610851983724352,0.14820117280879905,-0.00209265297155553,0,0,1.0010297856019073
21,Normal (NG),phi11,Exponential,+-,50,0.3,B,200,200,-0.14386706461650162,0.945,0.14092270944560964,0.1268922119735231,0.11661108876250877,0.01028112321101433,0,0,1.0010297856019073
21,Normal (NG),phi12,Exponential,+-,50,0.3,B,200,200,-0.08542064561276247,0.96,0.13210189637006303,0.1474384024418649,0.13182543061791174,0.01561297182395315,0,0,1.0010297856019073
21,Normal (NG),phi21,Exponential,+-,50,0.3,B,200,200,0.08397633992442358,0.97,0.12222962089395095,0.12700518933461222,0.1219408051769708,0.00506438415764141,0,0,1.0010297856019073
21,Normal (NG),phi22,Exponential,+-,50,0.3,B,200,200,-0.16500559802460651,0.975,0.13937103801842665,0.14147584627952353,0.13312628695008963,0.0083495593294339,0,0,1.0010297856019073
21,Normal (NG),rho,Exponential,+-,50,0.3,B,200,200,-1.7725858417559406,0.01,0.5500945720819164,0.12879026113335632,0.14077850424891314,-0.01198824311555682,0,0,1.0010297856019073
21,Normal (NG),sigma[1],Exponential,+-,50,0.3,B,200,200,-5.688920265276176e-5,0.71,0.19013580842644578,0.10484995983548535,0.1901357999157358,-0.08528584008025042,0,0,1.0010297856019073
21,Normal (NG),sigma[2],Exponential,+-,50,0.3,B,200,200,-0.02497551312466883,0.73,0.17823376284196293,0.10235724157659117,0.17647520494665697,-0.0741179633700658,0,0,1.0010297856019073
22,Exponential (EG),mu[1],Exponential,++,100,0.3,B,200,200,0.00425803061135602,0.945,0.09607734633466526,0.09922953350173189,0.0959829445996734,0.00324658890205846,0,0,1.0018003376556106
22,Exponential (EG),mu[2],Exponential,++,100,0.3,B,200,200,0.00127673608052364,0.955,0.09063154390861457,0.0987775994449194,0.09062255070477668,0.00815504874014272,0,0,1.0018003376556106
22,Exponential (EG),phi11,Exponential,++,100,0.3,B,200,200,-0.00841261361205063,0.945,0.02218131131514807,0.02014556195523078,0.02169336352791687,-0.00154780157268609,0,0,1.0018003376556106
22,Exponential (EG),phi12,Exponential,++,100,0.3,B,200,200,0.00211234378419645,0.945,0.02532798671385423,0.02385678453062711,0.02532710585547725,-0.00147032132485014,0,0,1.0018003376556106
22,Exponential (EG),phi21,Exponential,++,100,0.3,B,200,200,-0.00699069397541062,0.97,0.019489179012289,0.01891700799716711,0.01947663730089123,-5.596293037241212e-4,0,0,1.0018003376556106
22,Exponential (EG),phi22,Exponential,++,100,0.3,B,200,200,-0.01324481858576802,0.965,0.021756901784063698,0.02377803973322402,0.02150345783893314,0.00227458189429088,0,0,1.0018003376556106
22,Exponential (EG),rho,Exponential,++,100,0.3,B,200,200,-0.05153971400065979,0.95,0.09157564488368715,0.08964725296894967,0.09026088823587376,-6.136352669240813e-4,0,0,1.0018003376556106
22,Normal (NG),mu[1],Exponential,++,100,0.3,B,200,200,-0.00552579058272822,0.93,0.10943230170414969,0.10180447149987526,0.10929270009796573,-0.00748822859809046,0,0,1.0009188291070863
22,Normal (NG),mu[2],Exponential,++,100,0.3,B,200,200,-0.0061079146428397,0.92,0.10401861419989017,0.10225398242792108,0.10383913269467045,-0.00158515026674935,0,0,1.0009188291070863
22,Normal (NG),phi11,Exponential,++,100,0.3,B,200,200,-0.06794657738752818,0.95,0.08910364071373754,0.0879659153176231,0.08088816805560824,0.00707774726201486,0,0,1.0009188291070863
22,Normal (NG),phi12,Exponential,++,100,0.3,B,200,200,0.07703116489629047,0.955,0.10068410218482883,0.10332221240209226,0.1003889955578412,0.00293321684425106,0,0,1.0009188291070863
22,Normal (NG),phi21,Exponential,++,100,0.3,B,200,200,-0.089651235814504,0.97,0.08794657681035507,0.08961695507403954,0.08748843884667852,0.00212851622736101,0,0,1.0009188291070863
22,Normal (NG),phi22,Exponential,++,100,0.3,B,200,200,-0.14068024650833943,0.95,0.09820994770525572,0.1024836369485222,0.09169656805691322,0.01078706889160897,0,0,1.0009188291070863
22,Normal (NG),rho,Exponential,++,100,0.3,B,200,200,-0.1513297802051461,0.88,0.11635956327869884,0.09164232819809524,0.10713769062512556,-0.01549536242703034,0,0,1.0009188291070863
22,Normal (NG),sigma[1],Exponential,++,100,0.3,B,200,200,-0.01104268513119013,0.75,0.13337316021104348,0.07172999174918548,0.1329152322714521,-0.06118524052226662,0,0,1.0009188291070863
22,Normal (NG),sigma[2],Exponential,++,100,0.3,B,200,200,-0.00546449178500923,0.73,0.13713150091667048,0.07213194817070936,0.13702258161774053,-0.06489063344703117,0,0,1.0009188291070863
23,Exponential (EG),mu[1],Exponential,--,100,0.3,B,200,200,-0.01135307837707528,0.955,0.09820437992738569,0.09976930968240962,0.09754592686671391,0.0022233828156957,0,0,1.0017892379614672
23,Exponential (EG),mu[2],Exponential,--,100,0.3,B,200,200,-0.01374648901453401,0.965,0.10149651029391348,0.09997042763939686,0.10056130290333246,-5.908752639356002e-4,0,0,1.0017892379614672
23,Exponential (EG),phi11,Exponential,--,100,0.3,B,200,200,-0.00529133426283796,0.965,0.019257167111467438,0.01964331222287513,0.01903599285902775,6.073193638473813e-4,0,0,1.0017892379614672
23,Exponential (EG),phi12,Exponential,--,100,0.3,B,200,200,0.0106246990991638,0.935,0.0258473856227909,0.02346536082816192,0.02582553970827677,-0.00236017888011484,0,0,1.0017892379614672
23,Exponential (EG),phi21,Exponential,--,100,0.3,B,200,200,0.00323308677942062,0.965,0.019280604134941343,0.01944469793091222,0.01927789322792002,1.6680470299219874e-4,0,0,1.0017892379614672
23,Exponential (EG),phi22,Exponential,--,100,0.3,B,200,200,-0.00691253774473491,0.935,0.0242094584842467,0.02260098789118148,0.02414770033504103,-0.00154671244385954,0,0,1.0017892379614672
23,Exponential (EG),rho,Exponential,--,100,0.3,B,200,200,-0.0738489255509416,0.935,0.09629872637880718,0.08998482032763634,0.09371560680979348,-0.00373078648215713,0,0,1.0017892379614672
23,Normal (NG),mu[1],Exponential,--,100,0.3,B,200,200,-0.0033949124903528698,0.93,0.11215911868075408,0.10263112746550147,0.1121077270861662,-0.0094765996206647,0,0,1.0008633920507903
23,Normal (NG),mu[2],Exponential,--,100,0.3,B,200,200,-0.00606718269844038,0.92,0.11090006907757519,0.10344558696733153,0.11073398130436156,-0.00728839433703004,0,0,1.0008633920507903
23,Normal (NG),phi11,Exponential,--,100,0.3,B,200,200,-0.07523323631631484,0.96,0.08975892495482851,0.08891431080407358,0.07965238574858903,0.00926192505548455,0,0,1.0008633920507903
23,Normal (NG),phi12,Exponential,--,100,0.3,B,200,200,0.00386136458398208,0.96,0.09201183263872316,0.10281876843409138,0.09201102240586122,0.01080774602823016,0,0,1.0008633920507903
23,Normal (NG),phi21,Exponential,--,100,0.3,B,200,200,-0.02206205231511246,0.945,0.08425593828460873,0.09043006021735954,0.08422704906795825,0.00620301114940129,0,0,1.0008633920507903
23,Normal (NG),phi22,Exponential,--,100,0.3,B,200,200,-0.10931245697169915,0.965,0.09677672509385558,0.10205887310964525,0.0928380778119482,0.00922079529769703,0,0,1.0008633920507903
23,Normal (NG),rho,Exponential,--,100,0.3,B,200,200,-0.1693047711261852,0.86,0.12309351518103454,0.09204221059299789,0.11212601831098563,-0.02008380771798774,0,0,1.0008633920507903
23,Normal (NG),sigma[1],Exponential,--,100,0.3,B,200,200,-0.00380330319344444,0.72,0.13763453766130937,0.07233260828429156,0.13758197862387764,-0.06524937033958608,0,0,1.0008633920507903
23,Normal (NG),sigma[2],Exponential,--,100,0.3,B,200,200,0.00267382438452295,0.675,0.14427969459938558,0.072762335200843,0.14425491650842512,-0.07149258130758211,0,0,1.0008633920507903
24,Exponential (EG),mu[1],Exponential,+-,100,0.3,B,200,200,0.00660467962402047,0.93,0.10183494228054857,0.0994838385021696,0.10162053767003354,-0.00213669916786393,0,0,1.001789127729617
24,Exponential (EG),mu[2],Exponential,+-,100,0.3,B,200,200,-0.01537767410873487,0.95,0.10304061987784584,0.09995258303394051,0.10188668452656738,-0.00193410149262686,0,0,1.001789127729617
24,Exponential (EG),phi11,Exponential,+-,100,0.3,B,200,200,-0.00926090657463701,0.945,0.019735107061140404,0.01910495933455991,0.0190664816513946,3.847768316531108e-5,0,0,1.001789127729617
24,Exponential (EG),phi12,Exponential,+-,100,0.3,B,200,200,-0.04954392826423189,0.96,0.02171236000675181,0.0219570055795349,0.02113954987184642,8.174557076884824e-4,0,0,1.001789127729617
24,Exponential (EG),phi21,Exponential,+-,100,0.3,B,200,200,-0.00350192463308623,0.92,0.020674663958705573,0.01908830690231485,0.02067169792358724,-0.00158339102127238,0,0,1.001789127729617
24,Exponential (EG),phi22,Exponential,+-,100,0.3,B,200,200,0.00240369349376981,0.925,0.024606642663792876,0.0229863145083894,0.02459930393899068,-0.00161298943060128,0,0,1.001789127729617
24,Exponential (EG),rho,Exponential,+-,100,0.3,B,200,200,-1.9331573526805963,0,0.5864547531941419,0.0895796864157574,0.08712299365797306,0.00245669275778434,0,0,1.001789127729617
24,Normal (NG),mu[1],Exponential,+-,100,0.3,B,200,200,-0.00369358077205695,0.9,0.11785863756217817,0.1031462376388904,0.11780074664064386,-0.01465450900175345,0,0,1.0008602309578587
24,Normal (NG),mu[2],Exponential,+-,100,0.3,B,200,200,-0.00692456598818173,0.95,0.11068108774760202,0.10375557498648665,0.11046426377280434,-0.00670868878631771,0,0,1.0008602309578587
24,Normal (NG),phi11,Exponential,+-,100,0.3,B,200,200,-0.10003067595169156,0.92,0.10081987326671102,0.08873654118328139,0.08448544647323344,0.00425109471004794,0,0,1.0008602309578587
24,Normal (NG),phi12,Exponential,+-,100,0.3,B,200,200,-0.2696618043064548,0.95,0.10454193943396005,0.09999425680758334,0.10100416928818158,-0.00100991248059824,0,0,1.0008602309578587
24,Normal (NG),phi21,Exponential,+-,100,0.3,B,200,200,0.07789480373050889,0.97,0.08841836944119882,0.09060684910517476,0.08807458231611534,0.00253226678905943,0,0,1.0008602309578587
24,Normal (NG),phi22,Exponential,+-,100,0.3,B,200,200,-0.09907530944682436,0.97,0.09202460181404423,0.09924428832699109,0.0886286213937653,0.01061566693322578,0,0,1.0008602309578587
24,Normal (NG),rho,Exponential,+-,100,0.3,B,200,200,-1.834129697036258,0,0.5611798053729325,0.0918425518924714,0.11027201303537582,-0.01842946114290442,0,0,1.0008602309578587
24,Normal (NG),sigma[1],Exponential,+-,100,0.3,B,200,200,-0.00210228670693123,0.68,0.14158696139506088,0.07237921105659605,0.14157135313222208,-0.06919214207562603,0,0,1.0008602309578587
24,Normal (NG),sigma[2],Exponential,+-,100,0.3,B,200,200,0.00231079367115481,0.705,0.14005425794487686,0.07257072882925174,0.14003519343757645,-0.06746446460832471,0,0,1.0008602309578587
25,Exponential (EG),mu[1],Exponential,++,200,0.3,B,200,200,0.00597518121714147,0.955,0.06738491653716738,0.07046816785715453,0.067119476950758,0.00334869090639652,0,0,1.0017872074998202
25,Exponential (EG),mu[2],Exponential,++,200,0.3,B,200,200,0.00721968559731502,0.97,0.06289752230053203,0.07059656923303163,0.06248179295940415,0.00811477627362747,0,0,1.0017872074998202
25,Exponential (EG),phi11,Exponential,++,200,0.3,B,200,200,-1.8679847204344387e-4,0.96,0.009819972020682787,0.00967034635596965,0.0098194345637655,-1.4908820779585032e-4,0,0,1.0017872074998202
25,Exponential (EG),phi12,Exponential,++,200,0.3,B,200,200,0.0011217783970283,0.94,0.011924537134467946,0.011127453259589,0.01192400947683222,-7.965562172432186e-4,0,0,1.0017872074998202
25,Exponential (EG),phi21,Exponential,++,200,0.3,B,200,200,-0.00630641306673114,0.925,0.010895965368226304,0.0100699109477448,0.01087769979581642,-8.077888480716219e-4,0,0,1.0017872074998202
25,Exponential (EG),phi22,Exponential,++,200,0.3,B,200,200,7.10836471946013e-4,0.955,0.011069377459288869,0.01167775185643349,0.01106795088557936,6.098009708541303e-4,0,0,1.0017872074998202
25,Exponential (EG),rho,Exponential,++,200,0.3,B,200,200,-0.03513553663231385,0.945,0.0670260826119007,0.06292559590752608,0.06619207064443351,-0.00326647473690742,0,0,1.0017872074998202
25,Normal (NG),mu[1],Exponential,++,200,0.3,B,200,200,0.00186988788251035,0.935,0.07414500526389241,0.07187383401261074,0.07412142284717337,-0.00224758883456262,0,0,1.000801157840706
25,Normal (NG),mu[2],Exponential,++,200,0.3,B,200,200,0.00285884667097791,0.955,0.06546766143724958,0.07222871999328946,0.06540521148787896,0.00682350850541049,0,0,1.000801157840706
25,Normal (NG),phi11,Exponential,++,200,0.3,B,200,200,-0.04553542349174119,0.93,0.07023439336785431,0.06208804913488936,0.06561740536623954,-0.00352935623135017,0,0,1.000801157840706
25,Normal (NG),phi12,Exponential,++,200,0.3,B,200,200,-0.02080868629746799,0.945,0.074456575650735,0.07230487790675288,0.07442749252379366,-0.00212261461704077,0,0,1.000801157840706
25,Normal (NG),phi21,Exponential,++,200,0.3,B,200,200,0.02935892638169514,0.955,0.06136203487293346,0.06258119438839525,0.06129176011638305,0.0012894342720122,0,0,1.000801157840706
25,Normal (NG),phi22,Exponential,++,200,0.3,B,200,200,-0.08087501624735592,0.96,0.07244376889274652,0.07188888725031145,0.06956508920121168,0.00232379804909976,0,0,1.000801157840706
25,Normal (NG),rho,Exponential,++,200,0.3,B,200,200,-0.1556681640793562,0.815,0.09469222858611304,0.065661798149088485,0.08237527661197455,-0.01671347846288606,0,0,1.000801157840706
25,Normal (NG),sigma[1],Exponential,++,200,0.3,B,200,200,0.00616632164842474,0.68,0.0998354712777355,0.05107960261250191,0.09964485838504522,-0.04856525577254331,0,0,1.000801157840706
25,Normal (NG),sigma[2],Exponential,++,200,0.3,B,200,200,0.00906756595519441,0.7,0.09993343564580316,0.05115514566688903,0.09952120782839244,-0.04836606216150341,0,0,1.000801157840706
26,Exponential (EG),mu[1],Exponential,--,200,0.3,B,200,200,-0.00923109375125965,0.955,0.06686210850675378,0.07066907262916369,0.06622181258561541,0.00444726004354828,0,0,1.0017299540322098
26,Exponential (EG),mu[2],Exponential,--,200,0.3,B,200,200,-0.00358961587740427,0.955,0.06683066177051654,0.07036865457180749,0.06673418921765566,0.00363446535415183,0,0,1.0017299540322098
26,Exponential (EG),phi11,Exponential,--,200,0.3,B,200,200,-0.0021234188857526,0.95,0.009601310709431633,0.00932663627460998,0.00953001693284563,-2.0338065823564608e-4,0,0,1.0017299540322098
26,Exponential (EG),phi12,Exponential,--,200,0.3,B,200,200,0.0058197183833316,0.935,0.012573197622790862,0.01112007820202298,0.01255972162275665,-0.00143964342073366,0,0,1.0017299540322098
26,Exponential (EG),phi21,Exponential,--,200,0.3,B,200,200,-0.00141703955482707,0.92,0.010475260045063852,0.00911409858450679,0.01047430155192754,-0.00136020296742075,0,0,1.0017299540322098
26,Exponential (EG),phi22,Exponential,--,200,0.3,B,200,200,0.00410722931451701,0.915,0.012699192540605376,0.01112356812392453,0.01265761264588392,-0.00153404452195938,0,0,1.0017299540322098
26,Exponential (EG),rho,Exponential,--,200,0.3,B,200,200,-0.0289493597359482,0.96,0.05623125100962032,0.06278052638811625,0.05555652708265705,0.0072239993054592,0,0,1.0017299540322098
26,Normal (NG),mu[1],Exponential,--,200,0.3,B,200,200,-0.00297725010636894,0.955,0.06981762397059292,0.07185308944172161,0.06975411528148887,0.00209897416023274,0,0,1.000821341625331
26,Normal (NG),mu[2],Exponential,--,200,0.3,B,200,200,0.00317672527631081,0.94,0.0705454550837862,0.07168012803736627,0.07047389338966129,0.00120623464770498,0,0,1.000821341625331
26,Normal (NG),phi11,Exponential,--,200,0.3,B,200,200,-0.03996923784288302,0.945,0.06457870566503206,0.0614627697760017,0.06072193494375987,7.408348322418268e-4,0,0,1.000821341625331
26,Normal (NG),phi12,Exponential,--,200,0.3,B,200,200,0.03912984337038053,0.935,0.0766139706978863,0.07222748708982459,0.07651397950488965,-0.00428649241506506,0,0,1.000821341625331
26,Normal (NG),phi21,Exponential,--,200,0.3,B,200,200,-0.1293446444936212,0.935,0.06752371211514388,0.06177726044026568,0.06627330780349669,-0.00449604736323101,0,0,1.000821341625331
26,Normal (NG),phi22,Exponential,--,200,0.3,B,200,200,-0.04279217215042071,0.955,0.06787177948998097,0.07149906939057275,0.06702335657293022,0.00447571281764253,0,0,1.000821341625331
26,Normal (NG),rho,Exponential,--,200,0.3,B,200,200,-0.16690237931252994,0.885,0.08236841901824138,0.06587612015706577,0.06540244698593518,4.736731711305897e-4,0,0,1.000821341625331
26,Normal (NG),sigma[1],Exponential,--,200,0.3,B,200,200,0.00401972229523163,0.71,0.10053909764473537,0.05088402929224338,0.10045870787486195,-0.04957467858261857,0,0,1.000821341625331
26,Normal (NG),sigma[2],Exponential,--,200,0.3,B,200,200,0.00182336366685836,0.72,0.09828771591436314,0.05076220427660192,0.0982708015872514,-0.04750859731064947,0,0,1.000821341625331
27,Exponential (EG),mu[1],Exponential,+-,200,0.3,B,200,200,0.00791399092023655,0.95,0.06895945737540463,0.0705923938995221,0.06850383572636398,0.00208855817315811,0,0,1.0017403944337142
27,Exponential (EG),mu[2],Exponential,+-,200,0.3,B,200,200,-0.01291584241859168,0.955,0.0729446002631226,0.07099563239600974,0.07179203104916905,-7.963986531593081e-4,0,0,1.0017403944337142
27,Exponential (EG),phi11,Exponential,+-,200,0.3,B,200,200,2.830870246905718e-4,0.93,0.010920017376754873,0.00958360729161493,0.01091890734844403,-0.00133530005682909,0,0,1.0017403944337142
27,Exponential (EG),phi12,Exponential,+-,200,0.3,B,200,200,-0.02017427558366731,0.905,0.01328401812077021,0.01094899391951443,0.01312993234863355,-0.00218093842911912,0,0,1.0017403944337142
27,Exponential (EG),phi21,Exponential,+-,200,0.3,B,200,200,-0.00595082884321283,0.965,0.009555952641549889,0.00919694046558072,0.00953740568751965,-3.4046522193893064e-4,0,0,1.0017403944337142
27,Exponential (EG),phi22,Exponential,+-,200,0.3,B,200,200,-0.00380378681246617,0.965,0.010455978205744034,0.01098639852825461,0.01041264522620578,5.737533020488302e-4,0,0,1.0017403944337142
27,Exponential (EG),rho,Exponential,+-,200,0.3,B,200,200,-1.9596473827898,0,0.5907946799560904,0.06339217943814245,0.05847004383166688,0.00492213560647556,0,0,1.0017403944337142
27,Normal (NG),mu[1],Exponential,+-,200,0.3,B,200,200,0.00238130644932712,0.935,0.07410256397934101,0.07159122777089982,0.07406429212452327,-0.00247306435362344,0,0,1.0007980012695183
27,Normal (NG),mu[2],Exponential,+-,200,0.3,B,200,200,-0.00739306210392749,0.945,0.07633684065338203,0.07191814229340285,0.07597799598349059,-0.00405985369008773,0,0,1.0007980012695183
27,Normal (NG),phi11,Exponential,+-,200,0.3,B,200,200,-0.02583442979127526,0.925,0.06468202022417187,0.06067138433082002,0.0631020591350352,-0.00243067480421517,0,0,1.0007980012695183
