condition_id,Model,param,mcmc_status,skew_level,direction,T,rho,VARset,N_valid,mean_rel_bias,coverage_95,RMSE,mean_post_sd,emp_sd,sd_bias
2,NG,sigma[1],Clean,strongSN,++,50,0.3,A,200,0.011872606664367565,0.93,0.11811249218173679,0.1060714805679059,0.11751426305080609,-0.01144278248290019
2,NG,sigma[2],Clean,strongSN,++,50,0.3,A,200,0.010868467804429646,0.875,0.12911259776775605,0.10602130289125768,0.1286543404239532,-0.022633037532695535
2,NG,mu[1],Clean,strongSN,++,50,0.3,A,200,0.019562285770460538,0.96,0.15567675259387528,0.1493371595225477,0.15444276698379078,-0.0051056074612430835
2,NG,mu[2],Clean,strongSN,++,50,0.3,A,200,0.004019874595558006,0.955,0.14327482384740964,0.14904702218190893,0.1432184197536834,0.005828602428225527
2,NG,phi11,Clean,strongSN,++,50,0.3,A,200,-0.18888058877121316,0.945,0.1447402243832299,0.1402261191236923,0.12345684373163811,0.01676927539205418
2,NG,phi12,Clean,strongSN,++,50,0.3,A,200,-0.13252230973426668,0.96,0.13516815873257979,0.14095326369828837,0.1345169487811214,0.00643631491716698
2,NG,phi21,Clean,strongSN,++,50,0.3,A,200,-0.11807736423684116,0.96,0.13547022455397748,0.14118718809597078,0.1349546557227793,0.0062325323731914906
2,NG,phi22,Clean,strongSN,++,50,0.3,A,200,-0.15365914073704567,0.945,0.1414812943047062,0.13945370863558681,0.12743302394986686,0.012020684685719957
2,NG,rho,Clean,strongSN,++,50,0.3,A,200,-0.13656205399549384,0.955,0.12865757366991035,0.12770851685792417,0.1219604187816534,0.0057480980762707745
2,SG,omega[1],Clean,strongSN,++,50,0.3,A,112,-0.2790246867625856,0.5535714285714286,0.49630690398095795,0.20616809048419577,0.19118250264707248,0.014985587837123282
2,SG,omega[1],Problematic,strongSN,++,50,0.3,A,88,-0.22449397939915175,0.6363636363636364,0.44105503623373576,0.2215376890339294,0.24236287588474123,-0.020825186850811833
2,SG,omega[2],Clean,strongSN,++,50,0.3,A,112,-0.268377035703232,0.5446428571428571,0.49510649160216935,0.21753980005644957,0.22597546572393903,-0.008435665667489461
2,SG,omega[2],Problematic,strongSN,++,50,0.3,A,88,-0.22171361241121748,0.6931818181818182,0.42588265657241425,0.22495951186525479,0.22119889451947752,0.003760617345777262
2,SG,alpha[1],Clean,strongSN,++,50,0.3,A,112,-0.8035524367250527,0.2857142857142857,7.595338880001915,3.1905711392169502,2.321153742896061,0.8694173963208893
2,SG,alpha[1],Problematic,strongSN,++,50,0.3,A,88,-0.5771158019099264,0.6022727272727273,6.400604632808317,8.221620292219745,3.7402760742466805,4.4813442179730645
2,SG,alpha[2],Clean,strongSN,++,50,0.3,A,112,-0.7919952942584436,0.38392857142857145,7.339516878503863,3.2787367207419864,1.7494935762997432,1.5292431444422432
2,SG,alpha[2],Problematic,strongSN,++,50,0.3,A,88,-0.5991463592477814,0.6363636363636364,6.399852262915335,6.17409411022459,3.4468861082653923,2.7272080019591973
2,SG,mu[1],Clean,strongSN,++,50,0.3,A,112,0.04522239123891076,0.9732142857142857,0.14983927659327773,0.143207664976526,0.1428521758344327,3.554891420933237e-4
2,SG,mu[1],Problematic,strongSN,++,50,0.3,A,88,-0.009348382314914338,0.9318181818181818,0.15296400897412238,0.14216856299299094,0.15267807894236024,-0.010509515949369302
2,SG,mu[2],Clean,strongSN,++,50,0.3,A,112,0.024605067467333132,0.9732142857142857,0.14292572057707031,0.14128779715768502,0.14079187567968107,4.959214780039523e-4
2,SG,mu[2],Problematic,strongSN,++,50,0.3,A,88,-0.019977280706776335,0.9545454545454546,0.13963938076889906,0.142562569857447,0.138202984472421,0.00435958538502601
2,SG,phi11,Clean,strongSN,++,50,0.3,A,112,-0.18693682453481064,0.9642857142857143,0.13510793704647617,0.13442941187471572,0.11252952694386123,0.021899884930854485
2,SG,phi11,Problematic,strongSN,++,50,0.3,A,88,-0.12622418925575996,0.9659090909090909,0.12770371573137768,0.127118357653558,0.11729889879737446,0.009819458856183544
