Model,param,mcmc_status,skew_level,direction,T,rho,VARset,N_valid,mean_rel_bias,coverage_95,RMSE,mean_post_sd,emp_sd,sd_bias
NG,phi22,Clean,strongSN,++,200,0.5,A,200,-0.07153396120002871,0.955,0.07420700576830512,0.07559111363474746,0.06846855108955144,0.007122562545196026
NG,rho,Clean,strongSN,++,200,0.5,A,200,-0.05012068482500629,0.91,0.06222651028949362,0.0547208859525597,0.05695715776771653,-0.002236271815156829
SG,omega[1],Clean,strongSN,++,200,0.5,A,157,-0.026535350509967758,0.9490445859872612,0.09706539373832161,0.09562964965551864,0.08674396723093138,0.00888568242458726
SG,omega[1],Problematic,strongSN,++,200,0.5,A,43,-0.02090234909230505,0.8372093023255814,0.11783811194040113,0.0955646017691964,0.11273254651408235,-0.01716794474488595
SG,omega[2],Clean,strongSN,++,200,0.5,A,157,-0.030420702339257297,0.910828025477707,0.1082927857538275,0.0960915501694169,0.09609320096923993,-1.6507998230330667e-6
SG,omega[2],Problematic,strongSN,++,200,0.5,A,43,-0.020177897873816842,1,0.08614730982626076,0.09372477645630328,0.0795257923871675,0.014198984069135778
SG,alpha[1],Clean,strongSN,++,200,0.5,A,157,-0.07108776604405255,0.8980891719745223,2.8535655375345983,3.491278675526925,2.7809180441058077,0.7103606314211173
SG,alpha[1],Problematic,strongSN,++,200,0.5,A,43,0.2028335164824025,0.9302325581395349,5.739121357814206,7.796503342473806,5.441052994744785,2.355450347729021
SG,alpha[2],Clean,strongSN,++,200,0.5,A,157,-0.0906306965530461,0.8789808917197452,3.2902221626834547,3.4813772671835994,3.1875122123751107,0.2938650548084887
SG,alpha[2],Problematic,strongSN,++,200,0.5,A,43,0.4042937962397769,0.9767441860465116,7.976237796347172,10.715597065364918,7.0979319534609235,3.617665111903994
SG,mu[1],Clean,strongSN,++,200,0.5,A,157,-0.005601183291995731,0.9745222929936306,0.06246878978601333,0.06724027900288362,0.06221717160927995,0.005023107393603676
SG,mu[1],Problematic,strongSN,++,200,0.5,A,43,-0.02075522229348784,0.8837209302325582,0.09102618214226739,0.06746453979519818,0.08862836218133079,-0.02116382238613261
SG,mu[2],Clean,strongSN,++,200,0.5,A,157,8.665908018585198e-4,0.9426751592356688,0.0699838858870003,0.06720967714426528,0.0699785203060683,-0.0027688431618030224
SG,mu[2],Problematic,strongSN,++,200,0.5,A,43,-0.02684251332855333,0.9302325581395349,0.07692208016027097,0.06700848311615906,0.07208665545293103,-0.005078172336771963
SG,phi11,Clean,strongSN,++,200,0.5,A,157,-0.0037452763526408034,0.9681528662420382,0.04440513084341504,0.04966820600617933,0.04437985252372506,0.005288353482454267
SG,phi11,Problematic,strongSN,++,200,0.5,A,43,0.001846202204203067,0.9534883720930233,0.0487068516481569,0.04723249923748941,0.048701252996847584,-0.0014687537593581768
SG,phi12,Clean,strongSN,++,200,0.5,A,157,-0.05590572108761854,0.9872611464968153,0.04453422887756352,0.04978010249507282,0.044181931207405885,0.005598171287666938
SG,phi12,Problematic,strongSN,++,200,0.5,A,43,0.02168108724268252,1,0.04386416202217545,0.04748025180252099,0.04381054684054298,0.003669704961978007
SG,phi21,Clean,strongSN,++,200,0.5,A,157,0.03001375638952857,0.9490445859872612,0.04884531393372331,0.04950105715425462,0.04875301465097194,7.480425032826768e-4
SG,phi21,Problematic,strongSN,++,200,0.5,A,43,0.1827664101437213,0.9069767441860465,0.052575152581389326,0.045720929672551945,0.04929615666751455,-0.003575226994962606
SG,phi22,Clean,strongSN,++,200,0.5,A,157,-0.03528734515481708,0.9490445859872612,0.04846607737058843,0.05031895452144632,0.04636517204971673,0.003953782471729596
SG,phi22,Problematic,strongSN,++,200,0.5,A,43,-0.07153019886838033,0.9302325581395349,0.053662707638002384,0.045643772523977354,0.04539862437362737,2.4514815034998305e-4
SG,rho,Clean,strongSN,++,200,0.5,A,157,-0.03236780909301854,0.9426751592356688,0.05473070185762544,0.05327873638845789,0.0522831804642541,9.95555924203792e-4
SG,rho,Problematic,strongSN,++,200,0.5,A,43,-0.0594289269134186,0.9534883720930233,0.053535384476093975,0.05432126900480192,0.04453187681294256,0.009789392191859363
NG,sigma[1],Clean,extremeCHI,++,200,0.5,A,200,-0.007952396565251102,0.59,0.12379559912576202,0.05020529104297999,0.12353991157425746,-0.07333462053127748
NG,sigma[2],Clean,extremeCHI,++,200,0.5,A,200,-0.0015990379957772597,0.53,0.1389977708825029,0.05041842171049692,0.13898857286767438,-0.08857015115717745
NG,mu[1],Clean,extremeCHI,++,200,0.5,A,200,-0.002415435062387004,0.955,0.07086040782822037,0.07101833813380665,0.07081922811667116,1.9911001713548981e-4
NG,mu[2],Clean,extremeCHI,++,200,0.5,A,200,-0.002022089371028252,0.94,0.07511748525776753,0.07143289642855458,0.0750902639895912,-0.0036573675610366285
NG,phi11,Clean,extremeCHI,++,200,0.5,A,200,-0.051453130312436375,0.97,0.0718083509066833,0.07283427256329619,0.06879572167588327,0.004038550887412923
NG,phi12,Clean,extremeCHI,++,200,0.5,A,200,0.07034690329614422,0.95,0.0767591066890881,0.07348977883827458,0.07643607519799299,-0.002946296359718409
NG,phi21,Clean,extremeCHI,++,200,0.5,A,200,-0.047708377851232976,0.935,0.0759501888518022,0.07382102812580855,0.0758001998246209,-0.001979171698812343
NG,phi22,Clean,extremeCHI,++,200,0.5,A,200,-0.03865423819510979,0.96,0.06822564541312719,0.07311392124371525,0.06645054304643926,0.006663378197275999
NG,rho,Clean,extremeCHI,++,200,0.5,A,200,-0.17143832254294497,0.58,0.12613411105931915,0.05850478825479949,0.09253128856576001,-0.03402650031096052
SG,omega[1],Problematic,extremeCHI,++,200,0.5,A,200,NA,NA,NA,0.0718593870938744,0.14418840799068078,-0.07232902089680637
SG,omega[2],Problematic,extremeCHI,++,200,0.5,A,200,NA,NA,NA,0.07214013511498124,0.16255142179509025,-0.090411286680109
SG,alpha[1],Problematic,extremeCHI,++,200,0.5,A,200,NA,NA,NA,547.9056897419694,192.5140736834673,355.39161605850205
SG,alpha[2],Problematic,extremeCHI,++,200,0.5,A,200,NA,NA,NA,556.7293238965068,227.63737505817093,329.09194883833584
SG,mu[1],Problematic,extremeCHI,++,200,0.5,A,200,0.34214390047254023,0,0.36089913797749584,0.057356300390539065,0.11482917382937172,-0.05747287343883265
SG,mu[2],Problematic,extremeCHI,++,200,0.5,A,200,0.34614855719571147,0.01,0.36972660505996874,0.057587768451768356,0.1299189702872423,-0.07233120183547395
SG,phi11,Problematic,extremeCHI,++,200,0.5,A,200,-0.0035956150023307193,1,0.0030862489389565976,0.006537644877748297,0.0027306374629402948,0.0038070074148080025
SG,phi12,Problematic,extremeCHI,++,200,0.5,A,200,-0.01841637059395924,1,0.0033130813916783294,0.006576289852547312,0.0027540663117188663,0.003822223540828446
SG,phi21,Problematic,extremeCHI,++,200,0.5,A,200,-0.009732666877776531,1,0.0031143148208076774,0.006454308716216734,0.002958328710195112,0.003495980006021622
SG,phi22,Problematic,extremeCHI,++,200,0.5,A,200,-0.005385070999516551,1,0.0037532128801817167,0.006720110390922092,0.00307355959382415,0.003646550797097942
SG,rho,Problematic,extremeCHI,++,200,0.5,A,200,-0.14996841102589567,0.435,0.0886786699133848,0.03738687526098267,0.04734211044301956,-0.009955235182036885
NG,sigma[1],Clean,moderateSN,--,200,0.5,A,200,-6.553970895281072e-4,0.875,0.06382785359183653,0.0503855060485376,0.06382448862933378,-0.013438982580796177
NG,sigma[2],Clean,moderateSN,--,200,0.5,A,200,-0.0012979063232779328,0.915,0.062417646970679475,0.05036696422724805,0.06240415124438732,-0.012037187017139274
NG,mu[1],Clean,moderateSN,--,200,0.5,A,200,0.0024943644382430783,0.93,0.0771912941907782,0.07145455436872829,0.07715098213824953,-0.005696427769521242
NG,mu[2],Clean,moderateSN,--,200,0.5,A,200,0.006893472873912802,0.96,0.06993772650406538,0.07154559530872676,0.06959716675479022,0.0019484285539365376
NG,phi11,Clean,moderateSN,--,200,0.5,A,200,-0.06877513572678313,0.955,0.07982031089728697,0.07586556960643397,0.07492982680255945,9.357428038745119e-4
NG,phi12,Clean,moderateSN,--,200,0.5,A,200,0.018634372804159992,0.965,0.0749785412328131,0.07572720809161455,0.07495538170740383,7.71826384210722e-4
NG,phi21,Clean,moderateSN,--,200,0.5,A,200,-0.11560421429287539,0.95,0.07615761947475481,0.07595965047710967,0.07527509322769932,6.845572494103558e-4
NG,phi22,Clean,moderateSN,--,200,0.5,A,200,-0.02516789228612769,0.945,0.07288275332741583,0.07543297422238367,0.07218412626225217,0.0032488479601315012
NG,rho,Clean,moderateSN,--,200,0.5,A,200,-0.04111887699372755,0.9,0.06339017937289232,0.05439395217775275,0.05996352499329187,-0.005569572815539117
SG,omega[1],Clean,moderateSN,--,200,0.5,A,195,-0.0490506621793712,0.8564102564102564,0.16361978689045642,0.11787973302752316,0.14411435703953765,-0.026234624012014485
SG,omega[1],Problematic,moderateSN,--,200,0.5,A,5,-0.06851240261099346,0.8,0.17545832063438094,0.14024597564832314,0.13811228454955063,0.002133691098772511
SG,omega[2],Clean,moderateSN,--,200,0.5,A,195,-0.05045687910414199,0.8666666666666667,0.1571459795812465,0.12006487049243977,0.13543733679774692,-0.015372466305307142
SG,omega[2],Problematic,moderateSN,--,200,0.5,A,5,-0.09730808743171297,0.8,0.18865416432525767,0.10991632013337199,0.10939451841570422,5.218017176677747e-4
SG,alpha[1],Clean,moderateSN,--,200,0.5,A,195,0.09093812566322347,0.8974358974358975,1.2904207511092534,1.1277301439279737,1.238091204922774,-0.11036106099480025
SG,alpha[1],Problematic,moderateSN,--,200,0.5,A,5,0.15715840845112333,1,0.7501630364715048,1.2040444496665226,0.4093462296612812,0.7946982200052414
SG,alpha[2],Clean,moderateSN,--,200,0.5,A,195,0.09905625231521588,0.8666666666666667,1.2865646233798773,1.1533346440236394,1.224031973507569,-0.0706973294839297
SG,alpha[2],Problematic,moderateSN,--,200,0.5,A,5,0.17994174627157772,1,0.8051547486182117,0.9153645973231542,0.3608457515368831,0.5545188457862711
SG,mu[1],Clean,moderateSN,--,200,0.5,A,195,0.006121545576020618,0.9179487179487179,0.07631156180305185,0.0691770060220676,0.07606563708128464,-0.00688863105921704
SG,mu[1],Problematic,moderateSN,--,200,0.5,A,5,-0.008251737462110489,1,0.08998639675910967,0.06836535540723648,0.0896072565730271,-0.02124190116579061
SG,mu[2],Clean,moderateSN,--,200,0.5,A,195,0.008523810701799521,0.9384615384615385,0.06962233810971236,0.06931053437077042,0.06909858620104317,2.119481697272496e-4
SG,mu[2],Problematic,moderateSN,--,200,0.5,A,5,0.06261064381229728,1,0.08096854874683047,0.06556078965889828,0.05134017109026325,0.014220618568635025
SG,phi11,Clean,moderateSN,--,200,0.5,A,195,-0.058042946852475165,0.9487179487179487,0.06602007406547009,0.06344291909548234,0.06180301603416353,0.0016399030613188162
SG,phi11,Problematic,moderateSN,--,200,0.5,A,5,-0.005378937910124002,1,0.05301590487760233,0.0657677326011485,0.05297222757544205,0.01279550502570645
SG,phi12,Clean,moderateSN,--,200,0.5,A,195,0.040751026107465595,0.9538461538461539,0.0645504121647145,0.06299616848520453,0.06442165202279748,-0.0014254835375929475
SG,phi12,Problematic,moderateSN,--,200,0.5,A,5,0.1420805069138865,1,0.07480911399160199,0.06752276966739203,0.0734474971102449,-0.00592472744285287
SG,phi21,Clean,moderateSN,--,200,0.5,A,195,-0.08396005408473388,0.9282051282051282,0.06552738509039953,0.0635136022031529,0.06498727021476129,-0.0014736680116083922
SG,phi21,Problematic,moderateSN,--,200,0.5,A,5,-0.08507796735439352,0.8,0.07136995135538521,0.06353925315770119,0.07086104254933383,-0.007321789391632638
SG,phi22,Clean,moderateSN,--,200,0.5,A,195,-0.016970146719566752,0.9538461538461539,0.06152207856049327,0.06312338582538095,0.0611464505074017,0.001976935317979246
SG,phi22,Problematic,moderateSN,--,200,0.5,A,5,0.04916857720201051,0.8,0.07745438209046272,0.06360203190721354,0.07491577582568427,-0.011313743918470731
SG,rho,Clean,moderateSN,--,200,0.5,A,195,-0.037299552387903286,0.9282051282051282,0.05924854167307603,0.053828067384585745,0.05623678100942248,-0.0024087136248367377
SG,rho,Problematic,moderateSN,--,200,0.5,A,5,0.007077238088615023,1,0.03412478964765414,0.05267116957460557,0.03394082267352852,0.018730346901077048
NG,sigma[1],Clean,strongSN,--,200,0.5,A,200,1.857449458738717e-4,0.93,0.05648105946451846,0.05053386786714102,0.056480754041085116,-0.005946886173944094
NG,sigma[2],Clean,strongSN,--,200,0.5,A,200,-0.0010816660264561277,0.9,0.05913740158697524,0.050454230856212666,0.05912750853085552,-0.008673277674642856
NG,mu[1],Clean,strongSN,--,200,0.5,A,200,-8.479479768215623e-4,0.95,0.06908492984035976,0.07144794180432164,0.06907972579039406,0.0023682160139275737
NG,mu[2],Clean,strongSN,--,200,0.5,A,200,9.40643862950959e-4,0.975,0.06966975124027851,0.07145400170691624,0.06966340091472266,0.001790600792193578
NG,phi11,Clean,strongSN,--,200,0.5,A,200,-0.03385823538252267,0.965,0.07382061044221991,0.07509913689582842,0.07256763541377835,0.002531501482050072
NG,phi12,Clean,strongSN,--,200,0.5,A,200,0.016701049621165,0.965,0.07229268314139355,0.0753579784972464,0.07227338919130222,0.0030845893059441853
NG,phi21,Clean,strongSN,--,200,0.5,A,200,-0.012809848914768596,0.935,0.07820890567548579,0.07510078248188268,0.07819841433600071,-0.0030976318541180298
NG,phi22,Clean,strongSN,--,200,0.5,A,200,-0.029332269814333366,0.955,0.07306498944442612,0.0750294491134168,0.07211679106921191,0.0029126580442048883
NG,rho,Clean,strongSN,--,200,0.5,A,200,-0.06116640512916437,0.9,0.06952751187413633,0.05501435887392481,0.0624399121420098,-0.007425553268084993
SG,omega[1],Clean,strongSN,--,200,0.5,A,172,-0.02966612881228078,0.9651162790697675,0.10331324339863107,0.09627517745984192,0.09111731322572894,0.005157864234112977
SG,omega[1],Problematic,strongSN,--,200,0.5,A,28,-0.02030698770044425,0.9285714285714286,0.10295534926170036,0.09277666498296142,0.09741003700933464,-0.00463337202637322
SG,omega[2],Clean,strongSN,--,200,0.5,A,172,-0.03283520132719323,0.9302325581395349,0.11258769777153411,0.09524350716332489,0.09884862369980787,-0.0036051165364829885
SG,omega[2],Problematic,strongSN,--,200,0.5,A,28,-0.026148810426070333,0.9642857142857143,0.12321325850558089,0.09987660502944898,0.11549546278724095,-0.015618857757791968
SG,alpha[1],Clean,strongSN,--,200,0.5,A,172,0.12184968961565634,0.9302325581395349,2.512823774514119,3.1864566358641664,2.2608954478589696,0.9255611880051968
SG,alpha[1],Problematic,strongSN,--,200,0.5,A,28,-0.6134809340264407,0.9642857142857143,11.119924462567559,14.524952171585761,9.652339233764948,4.872612937820813
SG,alpha[2],Clean,strongSN,--,200,0.5,A,172,0.0904679592122415,0.9127906976744186,2.7156033936091144,3.2481814157130766,2.590668100744495,0.6575133149685817
SG,alpha[2],Problematic,strongSN,--,200,0.5,A,28,-0.28403404958940504,0.8928571428571429,6.943333035981426,9.548903119419226,6.455630952984562,3.093272166434664
SG,mu[1],Clean,strongSN,--,200,0.5,A,172,2.782394717908482e-4,0.9534883720930233,0.0648696280150274,0.06714751103989305,0.06486903129848914,0.0022784797414039104
SG,mu[1],Problematic,strongSN,--,200,0.5,A,28,0.021680309554102876,0.9642857142857143,0.07382604762240115,0.06648464916297288,0.07057088270089384,-0.004086233537920966
SG,mu[2],Clean,strongSN,--,200,0.5,A,172,0.0034172641570791493,0.9651162790697675,0.06790854925625543,0.06683624944094804,0.06782251372346805,-9.86264282520008e-4
SG,mu[2],Problematic,strongSN,--,200,0.5,A,28,0.013217891703178804,0.9642857142857143,0.06008110874418922,0.06719402844318184,0.05860910310569619,0.00858492533748565
SG,phi11,Clean,strongSN,--,200,0.5,A,172,-0.02139134424603382,0.9476744186046512,0.048619575471418534,0.04926934881720732,0.04786072274461169,0.001408626072595627
SG,phi11,Problematic,strongSN,--,200,0.5,A,28,0.013467357188634989,0.9642857142857143,0.05094470202850739,0.04297775721978559,0.05065909110149925,-0.007681333881713659
SG,phi12,Clean,strongSN,--,200,0.5,A,172,0.03522474936000239,0.9651162790697675,0.043244883046516525,0.04923580401758784,0.04310118420684219,0.006134619810745652
SG,phi12,Problematic,strongSN,--,200,0.5,A,28,-0.14373332870876215,0.9642857142857143,0.036819209344838885,0.04210332798264676,0.03389780935343847,0.008205518629208292
SG,phi21,Clean,strongSN,--,200,0.5,A,172,-0.058247635726768186,0.9476744186046512,0.05151729151218333,0.04881893500980869,0.05118694612959142,-0.0023680111197827286
SG,phi21,Problematic,strongSN,--,200,0.5,A,28,0.04131521071459301,0.8928571428571429,0.05264798383604537,0.04689363588250942,0.052485624085425356,-0.005591988202915933
SG,phi22,Clean,strongSN,--,200,0.5,A,172,3.9796362757792266e-4,0.9709302325581395,0.043745586333989596,0.04904430010772702,0.043745296703722535,0.005299003404004486
SG,phi22,Problematic,strongSN,--,200,0.5,A,28,-0.03814347543613929,0.8571428571428571,0.05998047338696256,0.04690449746411398,0.058007492902111754,-0.011102995437997774
SG,rho,Clean,strongSN,--,200,0.5,A,172,-0.04570864603106883,0.9127906976744186,0.06162273467332706,0.05367941721727228,0.0572279769703672,-0.0035485597530949264
SG,rho,Problematic,strongSN,--,200,0.5,A,28,-0.02938673982893807,0.9285714285714286,0.05528039285658186,0.05318409750617908,0.053291901025714995,-1.0780351953591782e-4
NG,sigma[1],Clean,extremeCHI,--,200,0.5,A,200,-0.013365812925174258,0.56,0.12304227077700473,0.049832330794313304,0.12231416697509327,-0.07248183618077997
NG,sigma[2],Clean,extremeCHI,--,200,0.5,A,200,0.00276544796786576,0.57,0.12935995553016255,0.05070534487491151,0.12933039237666705,-0.07862504750175553
NG,mu[1],Clean,extremeCHI,--,200,0.5,A,200,0.0024911064834820477,0.935,0.07532995376752667,0.07071045461009921,0.07528875296553703,-0.004578298355437813
NG,mu[2],Clean,extremeCHI,--,200,0.5,A,200,-0.007368667016058994,0.93,0.07243370746431223,0.07187728010864773,0.07205792616660575,-1.806460579580199e-4
NG,phi11,Clean,extremeCHI,--,200,0.5,A,200,-0.03237631614332251,0.955,0.07306217310550978,0.07265724931463491,0.07190525017950704,7.519991351278704e-4
NG,phi12,Clean,extremeCHI,--,200,0.5,A,200,-0.12864754135806283,0.97,0.06511112108835689,0.07223931729729872,0.06382755040268996,0.008411766894608763
NG,phi21,Clean,extremeCHI,--,200,0.5,A,200,0.046324638276934275,0.955,0.07638404477849657,0.07456950368790888,0.07624344283680061,-0.0016739391488917316
NG,phi22,Clean,extremeCHI,--,200,0.5,A,200,-0.047062546113681825,0.935,0.07665821358435526,0.0726052595425308,0.07431083629237556,-0.001705576749844756
NG,rho,Clean,extremeCHI,--,200,0.5,A,200,-0.1721740058119009,0.595,0.12452455971852251,0.058258667150590485,0.08997440693754395,-0.03171573978695347
SG,omega[1],Problematic,extremeCHI,--,200,0.5,A,200,NA,NA,NA,0.07140661318941004,0.1450848269161822,-0.07367821372677218
SG,omega[2],Problematic,extremeCHI,--,200,0.5,A,200,NA,NA,NA,0.07257931561339429,0.15058395480150608,-0.07800463918811179
SG,alpha[1],Problematic,extremeCHI,--,200,0.5,A,200,NA,NA,NA,527.5593807113978,164.0725263359505,363.4868543754473
SG,alpha[2],Problematic,extremeCHI,--,200,0.5,A,200,NA,NA,NA,529.586853600544,185.22734372802026,344.35950987252374
SG,mu[1],Problematic,extremeCHI,--,200,0.5,A,200,-0.3379909682115161,0.01,0.35716555053523114,0.05697527223381212,0.11545274313145039,-0.058477470897638266
SG,mu[2],Problematic,extremeCHI,--,200,0.5,A,200,-0.3538698714616522,0.02,0.3736513692646469,0.05792476576386093,0.11996441066024248,-0.06203964489638155
SG,phi11,Problematic,extremeCHI,--,200,0.5,A,200,-0.004521445475948894,1,0.0033708693402957294,0.006588880104126985,0.002844609821861194,0.003744270282265791
SG,phi12,Problematic,extremeCHI,--,200,0.5,A,200,-0.014200383070971384,1,0.0029039815019925577,0.006529084029128658,0.0025331008211856966,0.003995983207942961
SG,phi21,Problematic,extremeCHI,--,200,0.5,A,200,-0.017756531088922032,1,0.003274767932792787,0.006731491558076822,0.0027515742858460874,0.003979917272230734
SG,phi22,Problematic,extremeCHI,--,200,0.5,A,200,-0.003908298809979079,1,0.003283109635153317,0.006616110639618051,0.0028870124596792317,0.003729098179938819
SG,rho,Problematic,extremeCHI,--,200,0.5,A,200,-0.14807761967120453,0.495,0.08683214497418883,0.037498826482410375,0.04536602295712148,-0.007867196474711104
NG,sigma[1],Clean,moderateSN,+-,200,0.5,A,200,0.0022970483330609723,0.885,0.061912966934460426,0.05064094972356675,0.06187034058079179,-0.01122939085722504
NG,sigma[2],Clean,moderateSN,+-,200,0.5,A,200,0.0029939103018423604,0.935,0.05200485659966509,0.05056173641634825,0.051918605634745735,-0.0013568692183974843
NG,mu[1],Clean,moderateSN,+-,200,0.5,A,200,0.0012302504458149863,0.94,0.07105660800976907,0.07166329279495347,0.07104595713828163,6.173356566718385e-4
NG,mu[2],Clean,moderateSN,+-,200,0.5,A,200,-0.0038207682542007256,0.945,0.0762482068366305,0.07172020461496545,0.0761524180558259,-0.00443221344086045
NG,phi11,Clean,moderateSN,+-,200,0.5,A,200,-0.034679078970263226,0.95,0.07430940990173202,0.07476201027750434,0.07300319333445289,0.0017588169430514528
NG,phi12,Clean,moderateSN,+-,200,0.5,A,200,-0.0798798256116237,0.96,0.07617590138492317,0.07503685878208352,0.07575592443108396,-7.190656490004416e-4
NG,phi21,Clean,moderateSN,+-,200,0.5,A,200,0.05317899678397085,0.95,0.07515223081382902,0.07496392693273332,0.07496384287978795,8.405294536772967e-8
NG,phi22,Clean,moderateSN,+-,200,0.5,A,200,-0.0670324453072715,0.935,0.07620290903764561,0.074914401038147,0.07132985034317761,0.0035845506949693934
NG,rho,Clean,moderateSN,+-,200,0.5,A,200,-0.07556721191470184,0.96,0.06215697463638915,0.05553442191179658,0.0493547223354398,0.0061796995763567855
SG,omega[1],Clean,moderateSN,+-,200,0.5,A,193,-0.05220997674540194,0.8756476683937824,0.16046734446404912,0.12456932236674825,0.13765590937052855,-0.013086587003780292
SG,omega[1],Problematic,moderateSN,+-,200,0.5,A,7,-0.02690332647050012,1,0.14097250044823137,0.12881044215553436,0.13441545052708584,-0.005605008371551479
SG,omega[2],Clean,moderateSN,+-,200,0.5,A,193,-0.04028261888178185,0.9481865284974094,0.13828639949278404,0.11790333680068242,0.1227794340915727,-0.00487609729089028
SG,omega[2],Problematic,moderateSN,+-,200,0.5,A,7,-0.03043938719289311,1,0.08541833048905983,0.11868037549579141,0.07060232339069467,0.04807805210509675
SG,alpha[1],Clean,moderateSN,+-,200,0.5,A,193,-0.12717406614135363,0.8341968911917098,1.3135409546256254,1.132229515334418,1.2110400281972487,-0.0788105128628307
SG,alpha[1],Problematic,moderateSN,+-,200,0.5,A,7,-0.06555015290151414,1,1.0941358808763062,1.4454735427343894,1.062254284573322,0.3832192581610674
SG,alpha[2],Clean,moderateSN,+-,200,0.5,A,193,0.062047613934415866,0.8860103626943006,1.390151045270507,1.1857096933101765,1.3678162984653364,-0.18210660515515986
SG,alpha[2],Problematic,moderateSN,+-,200,0.5,A,7,0.08202924460068384,1,0.8873631015602947,1.114493209008932,0.8244710561897033,0.2900221528192286
SG,mu[1],Clean,moderateSN,+-,200,0.5,A,193,-0.001362696128478981,0.9481865284974094,0.06767695219323215,0.0696126474102177,0.06766323165077513,0.0019494157594425743
SG,mu[1],Problematic,moderateSN,+-,200,0.5,A,7,0.029052294540060856,0.8571428571428571,0.09542481993857134,0.07151567412365405,0.09089477676008843,-0.019379102636434387
SG,mu[2],Clean,moderateSN,+-,200,0.5,A,193,-0.001991257289158837,0.9481865284974094,0.07357321033918754,0.06941634002249879,0.07354625873572838,-0.004129918713229597
SG,mu[2],Problematic,moderateSN,+-,200,0.5,A,7,-0.02025516051838854,1,0.08922771713200209,0.06999167794929148,0.08689829674373885,-0.016906618794447367
SG,phi11,Clean,moderateSN,+-,200,0.5,A,193,-0.015104812394412456,0.9481865284974094,0.056688553523108046,0.06215562712615545,0.05636565659465897,0.005789970531496484
SG,phi11,Problematic,moderateSN,+-,200,0.5,A,7,-0.06727009430859983,0.8571428571428571,0.08413683212197041,0.06519748836392913,0.0797180282332332,-0.014520539869304072
SG,phi12,Clean,moderateSN,+-,200,0.5,A,193,-0.04225077269999618,0.9740932642487047,0.058928617315433016,0.06251515049597502,0.05877695688593689,0.003738193610038125
SG,phi12,Problematic,moderateSN,+-,200,0.5,A,7,-0.14306064116724623,1,0.056423156804973194,0.06394170149959588,0.05457938395884253,0.009362317540753354
SG,phi21,Clean,moderateSN,+-,200,0.5,A,193,0.06984004966686293,0.9481865284974094,0.06080306789691404,0.06154100616674696,0.060400635264060254,0.0011403709026867048
SG,phi21,Problematic,moderateSN,+-,200,0.5,A,7,2.800817280644898e-4,1,0.05019671209283959,0.06066777943647864,0.05019670427900306,0.010471075157475584
SG,phi22,Clean,moderateSN,+-,200,0.5,A,193,-0.043353608397931766,0.9637305699481865,0.05903224012054809,0.06167836663894742,0.056427650277772974,0.005250716361174447
SG,phi22,Problematic,moderateSN,+-,200,0.5,A,7,-0.07846606196653279,0.8571428571428571,0.09357654068659502,0.061649643709151866,0.08815589206618155,-0.02650624835702968
SG,rho,Clean,moderateSN,+-,200,0.5,A,193,-0.03096568684252646,0.9585492227979274,0.053402547443358865,0.05366801408514231,0.0511088410456825,0.0025591730394598083
SG,rho,Problematic,moderateSN,+-,200,0.5,A,7,-0.04495271418196862,1,0.06536227030008926,0.0544806489810197,0.061376214861300224,-0.006895565880280521
NG,sigma[1],Clean,strongSN,+-,200,0.5,A,200,0.001892365264435274,0.905,0.056682777351096274,0.0506357063567238,0.05665118005778796,-0.0060154737010641585
NG,sigma[2],Clean,strongSN,+-,200,0.5,A,200,0.005233527857692875,0.905,0.059806217897313226,0.05081267703650736,0.059576789820731876,-0.008764112784224516
NG,mu[1],Clean,strongSN,+-,200,0.5,A,200,6.214579282889972e-4,0.94,0.07652985159834387,0.07171603019227699,0.07652732829328293,-0.004811298101005945
NG,mu[2],Clean,strongSN,+-,200,0.5,A,200,-0.009264635496432555,0.96,0.0748521828733581,0.07196365285104386,0.07427661684557856,-0.002312963994534692
NG,phi11,Clean,strongSN,+-,200,0.5,A,200,-0.05231276006060428,0.955,0.07549097301979736,0.0739468857482374,0.07253293754598966,0.0014139482022477445
NG,phi12,Clean,strongSN,+-,200,0.5,A,200,-0.05369854482771458,0.97,0.06455904908952134,0.07379236352008255,0.06433533618608894,0.009457027333993603
NG,phi21,Clean,strongSN,+-,200,0.5,A,200,-0.019965040678459868,0.975,0.06603497044006018,0.07444770364279563,0.06600478234587775,0.008442921296917871
NG,phi22,Clean,strongSN,+-,200,0.5,A,200,-0.03859844752347835,0.955,0.0757414307077908,0.0737673132033291,0.07415112879429038,-3.838155909612756e-4
NG,rho,Clean,strongSN,+-,200,0.5,A,200,-0.11462394465463102,0.905,0.07347108033818749,0.05673910203303948,0.04597105039058192,0.01076805164245756
SG,omega[1],Clean,strongSN,+-,200,0.5,A,160,-0.030580907114124818,0.9375,0.10804352091702243,0.09633632655444863,0.09567469262319797,6.616339312506547e-4
SG,omega[1],Problematic,strongSN,+-,200,0.5,A,40,-0.007866515927464625,0.925,0.08320915251992857,0.0936832655842235,0.08220115380338235,0.011482111780841159
SG,omega[2],Clean,strongSN,+-,200,0.5,A,160,-0.027660951616773965,0.91875,0.10989963523569021,0.09666231857221635,0.10008191176479514,-0.003419593192578785
SG,omega[2],Problematic,strongSN,+-,200,0.5,A,40,-0.011097828434587498,0.925,0.09683360989529463,0.09382585878275304,0.09510470128811195,-0.0012788425053589098
