model,condition_id,rep_id,status,n_div,max_rhat
EI,2,100,ok,0,1.0059091988850426
EL,2,100,ok,0,1.0019644805191696
EI,2,101,ok,0,1.0036723240848204
EL,2,101,ok,0,1.0008269844662807
EI,2,102,ok,0,1.0113797551117676
EL,2,102,ok,0,1.0010848785791207
EI,2,103,ok,0,1.0032698059124707
EL,2,103,ok,0,1.0026283805370992
EI,2,104,ok,0,1.0046052297033983
EL,2,104,ok,0,1.0004223169245479
EI,2,105,ok,2,1.004930960013924
EL,2,105,ok,0,1.0014489610913373
EI,2,106,ok,0,1.0030207248472955
EL,2,106,ok,0,1.0008282309592749
EI,2,107,ok,2,1.0077072883374074
EL,2,107,ok,0,1.0006439091323767
EI,2,108,ok,1,1.0024519079690977
EL,2,108,ok,0,1.0005512358553914
EI,2,109,ok,0,1.012334085525972
EL,2,109,ok,0,1.0009755963345832
EI,2,110,ok,0,1.0057510156744334
EL,2,110,ok,0,1.001692582723372
EI,2,111,ok,0,18.311227357039957
EL,2,111,ok,0,1.0004586663879105
EI,2,112,ok,0,1.0068736788528465
EL,2,112,ok,0,1.000394993005126
EI,2,113,ok,0,1.0053588590172187
EL,2,113,ok,0,1.0006690261030526
EI,2,114,ok,0,1.0060175694308966
EL,2,114,ok,0,1.0009304795010079
EI,2,115,ok,0,1.007673970170502
EL,2,115,ok,0,1.0016407662963402
EI,2,116,ok,0,13.960715813850639
EL,2,116,ok,0,1.002056138083019
EI,2,117,ok,2,1.004015621065027
EL,2,117,ok,0,1.000855080456736
EI,2,118,ok,1,1.004324230970717
EL,2,118,ok,0,1.000568820880557
EI,2,119,ok,0,1.0050083201497624
EL,2,119,ok,0,1.0007820889395902
EI,2,120,ok,0,1.0047508444550917
EL,2,120,ok,0,1.0005452837154458
EI,2,121,ok,1,1.0027782299387282
EL,2,121,ok,0,1.0009215182618096
EI,2,122,ok,2,1.0031867110051582
EL,2,122,ok,0,1.000613230983828
EI,2,123,ok,0,1.0048417593625292
EL,2,123,ok,0,1.0014955149472204
EI,2,124,ok,0,1.004245485472278
EL,2,124,ok,0,1.0004356085261417
EI,2,125,ok,0,1.004658594303128
EL,2,125,ok,0,1.0008435525935286
EI,2,126,ok,0,1.0064624375328777
EL,2,126,ok,0,1.0007915635058962
EI,2,127,ok,0,1.0054713570626734
EL,2,127,ok,0,1.0006527888691588
EI,2,128,ok,0,1.0038353672687983
EL,2,128,ok,0,1.0004876677633827
EI,2,129,ok,0,1.0032706853693363
EL,2,129,ok,0,1.0024229277077337
EI,2,130,ok,0,1.0060273412413068
EL,2,130,ok,0,1.0015604358234451
EI,2,131,ok,0,1.0023464668517956
EL,2,131,ok,0,1.0006405725726755
EI,2,132,ok,0,1.0063574899271654
EL,2,132,ok,0,1.001024478400257
EI,2,133,ok,0,1.0048468078021364
EL,2,133,ok,0,1.0019681244599579
EI,2,134,ok,0,1.002328435162904
