model,condition_id,rep_id,param,post_mean,post_sd,l95,u95,truth,bias,rel_bias,cover95,n_div,max_rhat,status,unit
NG_MLmin,2,16,tau_mu[1],0.4239010374662288,0.05547495389588017,0.33107774408369095,0.5464921873466807,0.4,0.02390103746622879,0.05975259366557198,TRUE,0,1.0049041079600027,ok,NA
NG_MLmin,2,16,tau_mu[2],0.3389306856878676,0.04597168190522075,0.26022948768805904,0.4383953325153728,0.4,-0.06106931431213242,-0.15267328578033104,TRUE,0,1.0049041079600027,ok,NA
NG_MLmin,2,17,phi11,0.4165000785250323,0.020549149130584504,0.37706805062539767,0.45719151373138756,0.4,0.01650007852503227,0.04125019631258067,TRUE,0,1.005907109724132,ok,NA
NG_MLmin,2,17,phi12,0.08898566721807424,0.018330865618681566,0.05215778630939101,0.12517358361604752,0.1,-0.011014332781925762,-0.11014332781925762,TRUE,0,1.005907109724132,ok,NA
NG_MLmin,2,17,phi21,0.09801594252929888,0.021616239553857698,0.055318942160278016,0.14039365723080094,0.1,-0.0019840574707011283,-0.019840574707011283,TRUE,0,1.005907109724132,ok,NA
NG_MLmin,2,17,phi22,0.4033041494310308,0.02008864239961434,0.36350915527726935,0.44219213704984844,0.4,0.0033041494310308006,0.008260373577577002,TRUE,0,1.005907109724132,ok,NA
NG_MLmin,2,17,rho,0.4479196091631248,0.01529995546328748,0.4180987426638361,0.4773596957934924,0.5,-0.05208039083687521,-0.10416078167375042,FALSE,0,1.005907109724132,ok,NA
NG_MLmin,2,17,sigma[1],0.9623548852591589,0.013193174940880773,0.9369413502068916,0.9885668001911521,1,-0.03764511474084109,-0.03764511474084109,FALSE,0,1.005907109724132,ok,NA
NG_MLmin,2,17,sigma[2],1.0330169386005672,0.014051355692134657,1.0046433689924064,1.060444468244825,1,0.0330169386005672,0.0330169386005672,FALSE,0,1.005907109724132,ok,NA
NG_MLmin,2,17,mu_bar[1],-0.028993088822821717,0.06289026755054788,-0.15480480396656032,0.09162005219485647,0,-0.028993088822821717,-0.028993088822821717,TRUE,0,1.005907109724132,ok,NA
NG_MLmin,2,17,mu_bar[2],-0.018426479436483352,0.07883721310365166,-0.17190150432135337,0.13090740333761333,0,-0.018426479436483352,-0.018426479436483352,TRUE,0,1.005907109724132,ok,NA
NG_MLmin,2,17,tau_mu[1],0.3737015528474824,0.04916621101425658,0.2902963214820902,0.4787577938346051,0.4,-0.026298447152517612,-0.06574611788129403,TRUE,0,1.005907109724132,ok,NA
NG_MLmin,2,17,tau_mu[2],0.473794533639542,0.06126612626948164,0.3714610833828532,0.6059717043089325,0.4,0.07379453363954197,0.18448633409885493,TRUE,0,1.005907109724132,ok,NA
NG_MLmin,2,18,phi11,0.39401641591269937,0.020481144624291965,0.3533434490828657,0.4344108211690422,0.4,-0.005983584087300653,-0.014958960218251632,TRUE,0,1.005499886607872,ok,NA
NG_MLmin,2,18,phi12,0.10875914764856696,0.019850162560801063,0.06985850389046644,0.14852813253498692,0.1,0.008759147648566959,0.08759147648566959,TRUE,0,1.005499886607872,ok,NA
NG_MLmin,2,18,phi21,0.0844885679882564,0.02056441630071373,0.0447526365451086,0.12443081995628574,0.1,-0.015511432011743612,-0.15511432011743612,TRUE,0,1.005499886607872,ok,NA
NG_MLmin,2,18,phi22,0.4291869525049882,0.020449630114082955,0.3893805955261971,0.46933808070899513,0.4,0.02918695250498815,0.07296738126247038,TRUE,0,1.005499886607872,ok,NA
NG_MLmin,2,18,rho,0.475019376117375,0.014789622060251579,0.4456763225432448,0.5040354492807115,0.5,-0.024980623882625008,-0.049961247765250016,TRUE,0,1.005499886607872,ok,NA
