model,condition_id,rep_id,status,n_div,max_rhat
SG,2,110,ok,NA,1.0058057136311398
NG,2,111,ok,NA,1.0020671046231815
SG,2,111,ok,NA,1.014431680717526
NG,2,112,ok,NA,1.0010820135850993
SG,2,112,ok,NA,1.004386610552026
NG,2,113,ok,NA,1.0010450192698097
SG,2,113,ok,NA,1.0022625443539008
NG,2,114,ok,NA,1.0002961077113444
SG,2,114,ok,NA,1.0034506903133211
NG,2,115,ok,NA,1.0004163331667006
SG,2,115,ok,NA,1.0134439549356697
NG,2,116,ok,NA,1.0007394554841629
SG,2,116,ok,NA,1.000840874460293
NG,2,117,ok,NA,1.000008630093352
SG,2,117,ok,NA,1.0022741714405627
NG,2,118,ok,NA,1.0008751453817433
SG,2,118,ok,NA,1.0019002429949135
