condition_id,model,param,N_valid,N_truth_avail,mean_bias,mean_rel_bias,coverage_95,mean_post_sd,emp_sd,sd_bias,mean_n_div,prop_div,mean_rhat,N_expected,N_ok,N_missing_fit,N_not_ok,prop_ok
35,NG,mu[1],200,200,-0.032058895019821995,-0.032058895019821995,0.92,0.14727500295078075,0.18113819892931926,-0.03386319597853851,NA,NA,1.000965575001421,200,200,0,0,1
35,NG,mu[2],200,200,-0.0025781847874637646,-0.0025781847874637646,0.92,0.1503483906551415,0.17588681896223557,-0.025538428307094074,NA,NA,1.000965575001421,200,200,0,0,1
35,NG,phi11,200,200,-0.07908997995527764,-0.19772494988819408,0.945,0.1462861435698694,0.12676440035262093,0.019521743217248477,NA,NA,1.000965575001421,200,200,0,0,1
35,NG,phi12,200,200,-0.00929297821476022,-0.0929297821476022,0.935,0.14556715121421446,0.14572846087678434,-1.6130966256988621e-4,NA,NA,1.000965575001421,200,200,0,0,1
35,NG,phi21,200,200,-0.009363931712263993,-0.09363931712263993,0.96,0.1498795178654708,0.1330916271274325,0.016787890738038297,NA,NA,1.000965575001421,200,200,0,0,1
35,NG,phi22,200,200,-0.07050500822074035,-0.17626252055185088,0.96,0.14653308400629633,0.13106682001214323,0.015466263994153101,NA,NA,1.000965575001421,200,200,0,0,1
35,NG,rho,200,200,-0.09994454126890452,-0.19988908253780904,0.935,0.11742945075280675,0.09717477958518811,0.020254671167618643,NA,NA,1.000965575001421,200,200,0,0,1
35,NG,sigma[1],200,200,-0.016837873901843235,-0.016837873901843235,0.92,0.10246232325484375,0.11494633317601369,-0.012484009921169936,NA,NA,1.000965575001421,200,200,0,0,1
35,NG,sigma[2],200,200,8.738840513483054e-4,8.738840513483054e-4,0.89,0.10414748275458499,0.11746419051736091,-0.013316707762775923,NA,NA,1.000965575001421,200,200,0,0,1
35,SG,alpha[1],200,200,-5.778001567207406,-0.6420001741341562,0.545,5.334469138012313,3.704100588951933,1.63036854906038,NA,NA,1.0043326601163478,200,200,0,0,1
35,SG,alpha[2],200,200,5.573098814336496,0.619233201592944,0.555,6.006304228275581,3.339989888450351,2.6663143398252296,NA,NA,1.0043326601163478,200,200,0,0,1
35,SG,mu[1],200,200,-0.028595188918659472,-0.028595188918659472,0.915,0.13931123009941074,0.17204980281277166,-0.03273857271336092,NA,NA,1.0043326601163478,200,200,0,0,1
35,SG,mu[2],200,200,-0.002359387078903957,-0.002359387078903957,0.92,0.14161126994413972,0.16686491303756876,-0.025253643093429035,NA,NA,1.0043326601163478,200,200,0,0,1
35,SG,omega[1],200,200,-0.42369082096141303,-0.25811913981000384,0.615,0.21365121008996385,0.20267380453519102,0.010977405554772834,NA,NA,1.0043326601163478,200,200,0,0,1
35,SG,omega[2],200,200,-0.39153021641575725,-0.23852639158322458,0.615,0.21735075232877535,0.21325542207684195,0.004095330251933399,NA,NA,1.0043326601163478,200,200,0,0,1
35,SG,phi11,200,200,-0.06882354730206092,-0.17205886825515226,0.955,0.13273641312248155,0.11228717378591403,0.020449239336567518,NA,NA,1.0043326601163478,200,200,0,0,1
35,SG,phi12,200,200,-0.004359174672648991,-0.0435917467264899,0.945,0.13183063346237406,0.12797233412093229,0.0038582993414417732,NA,NA,1.0043326601163478,200,200,0,0,1
35,SG,phi21,200,200,-0.009479516024413081,-0.0947951602441308,0.97,0.13447325290487183,0.11807030168785153,0.016402951217020303,NA,NA,1.0043326601163478,200,200,0,0,1
35,SG,phi22,200,200,-0.05811048495346379,-0.14527621238365948,0.96,0.1336488988553241,0.12226873039821472,0.011380168457109388,NA,NA,1.0043326601163478,200,200,0,0,1
35,SG,rho,200,200,-0.08765977389581371,-0.17531954779162742,0.94,0.11385667808053729,0.10003736960080035,0.013819308479736933,NA,NA,1.0043326601163478,200,200,0,0,1
36,NG,mu[1],200,200,-0.0028565845237605845,-0.0028565845237605845,0.895,0.1471392087919864,0.16672413007880016,-0.019584921286813772,NA,NA,1.0009705096014125,200,200,0,0,1
36,NG,mu[2],200,200,-0.008707240243077712,-0.008707240243077712,0.895,0.14828663987326657,0.17444172949339135,-0.026155089620124777,NA,NA,1.0009705096014125,200,200,0,0,1
36,NG,phi11,200,200,-0.07113531641823459,-0.1778382910455865,0.955,0.13824429480879324,0.12041332503350456,0.017830969775288683,NA,NA,1.0009705096014125,200,200,0,0,1
